id_product,name ,Fabricant,quatity_masse,quantity_vol,Score Danger,description,cas_number,État physique,cid_number,phase_risque,Classif. SGH,ICPE,pH,Temp_ébullition,pression_vapeur,code_tunnel
D6899,Dichlofenac sodium salt,Sigma Aldrich,"0,01",,1400,,15307-79-6,Solide,H301 H361d H372 H411,,"Acute Tox. 3 (Oral), Repr. 2, STOT RE 1, Aquatic chronic Chronic 2",,,,,E
249505,"2,6-di-tert-butyl-4-methyl-pyridine",Aldrich,"0,005",,121,,38222-83-2,Solide,H302 H315 H319 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
23130-4,N-Benzylidenebenzylamine,Aldrich,"0,025",,111,,780-25-6,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
B7540-9,9-Bromophenanthrene,Aldrich,"0,025",,0,,573-17-1,Solide,,,,Non soumis,,,,
B2707,N-(3-Bromophenyl)phtalimide,TCI,"0,005",,10,,40101-31-3,Solide,H302,,Acute Tox. 4 (Oral),Non soumis,,,,
592161,"1-Bromo-3,5-di-tert-butylbenzene",Aldrich,"0,001",,0,,22385-77-9,Solide,,,,Non soumis,,,,
651680,"1-(2,4,6-trimethylbenzyl)piperazine",Aldrich,"0,001",,111,,41717-26-4,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
N818,"1,4,5,8-Naphthalenetetracarboxylic dianhydre",Aldrich,"0,005",,111,,81-30-1,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
661333,4-(4-formylphenoxy)-benzaldehyde,Aldrich,"0,001",,20,,2215-76-1,Solide,H302 H317 H319,,"Acute Tox. 4 (Oral), Eye Irrit. 2A, Skin Sens. 1",Non soumis,,,,
661260,4-(4-Methoxyphenoxy)benzaldehyde,Aldrich,"0,005",,10,,78725-47-0,Solide,H317 H400,,"Skin Sens. 1, Aquatic acute Acute 1",4510,,,,
"8,14546",DL-limonene,Merck,,1,10,,138-86-3,Liquide,H226 H315 H317 H400 H410,,"Flam. Liq. 3, Skin Irrit. 2, Skin Sens. 1, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,178 °C,210 Pa,D/E
B9300,Benzophenone,Aldrich,1,,1300,,119-61-9,Solide,H315 H318 H372,,"Skin Irrit. 2, Eye Dam. 1, STOT RE 1",Non soumis,"2,8",,,
547085,Z-trans-4-hydroxy-L-prolinol,Aldrich,"0,001",,0,,95687-41-5,Liquide,,,,Non soumis,,,,
3466-0,4-biphenylcarboxaldehyde,Aldrich,"0,001",,1010,,3218-36-8,Solide,H226 H315 H317 H319 H330,,"Flam. Liq. 3, Acute Tox. 2 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, Skin Sens. 1","4120,1",,,,D/E
D80002,"N,N'-dicyclohexylcarbodiimide",Aldrich,"0,2",,110,,538-75-0,Solide,H302 H311 H317 H318,,"Acute Tox. 3 (Derm.), Acute Tox. 4 (Oral), Eye Dam. 1, Skin Sens. 1",Non soumis,,,"1,92 Pa à 25 °C",E
D0293,"1,3-di-4-piperidylpropane",TCI,"0,025",,1,,16898-52-5,Solide,H315 H319,,"Skin Irrit. 2, Eye Irrit. 2A",Non soumis,,,,
36884-9,"4,4'-methylenebis(cyclohexylamine) mixture of isomers",Aldrich,"0,05",,220,,1761-71-3,Solide,H302 H314 H317 H373 H411,,"Acute Tox. 4 (Oral), Skin Corr. 1B, Skin Sens. 1, STOT RE 2, Aquatic chronic Chronic 2",4511,,,22 mmHg à 195 °C,E
D8040-1,Dicyclohexylketone,Aldrich,"0,01",,0,,119-60-8,Liquide,,,,Non soumis,,,,
12982-8,methylcyclopentadiene dimer,Aldrich,,1,1300,,26472-00-4,Liquide,H226 H340 H350,,"Flam. Liq. 3, Muta. 1B, Carc. 1A",,,,,D/E
T49484,tri-n-butylphosphine,Aldrich,,"0,005",110,,998-40-3,Liquide,H226 H250 H302 H312 H314,,"Flam. Liq. 3, Pyr. Liq. 1, Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Skin Corr. 1B",,,,50 mmHg à 150 °C,B/E
30778-5,ethyl undecylenate,Aldrich,,"0,1",0,,692-86-4,Liquide,,,,Non soumis,,,,
"8,0309",biphenyl,Merck,"0,1",,111,,92-52-4,Solide,H315 H319 H335 H400 H410,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,255 °C,7 Pa,
529982,2-iodobiphenyl,Aldrich,"0,025",,0,,2113-51-1,Liquide,,,,Non soumis,,,,
P36657,α-phenyl-o-toluic acid,Aldrich,"0,01",,0,,612-35-1,Solide,,,,Non soumis,,,,
455644,4-tert-butoxystyrene,Aldrich,,"0,05",111,,95418-58-9,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
131377,"1,10-Phenantroline",Aldrich,"0,04",,100,,66-71-7,Solide,H301 H400 H410,,"Acute Tox. 3 (Oral), Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,,,E
249394,8-hydroxyjulolidine,Aldrich,"0,001",,111,,41175-50-2,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
515523,Ethyl 4-hydroxy-2-quinolinecarboxylate,Aldrich,"0,02",,111,,24782-43-2,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
447757,5-[3-(trifluoromethyl)phenyl]furfural,Aldrich,"0,005",,111,,52130-30-0,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
W238007,(-)-dihydrocarvilacetate mixture of isomers,Aldrich,"0,01",,0,,20777-49-5,Liquide,,,,Non soumis,,,,
638153,4-(tert-butyldimethylsiloxy)-cyclohexanone,Aldrich,"0,005",,0,,55145-45-4,Liquide,,,,Non soumis,,,,
444774,(4-bromophenoxy)-tert-butylmethylsilane,Aldrich,,"0,005",111,,67963-68-2,Liquide,H225 H315 H319 H335,,"Flam. Liq. 2, Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",,,,,
19605-3,(-)-carvyl acetate mixture of isomers,Aldrich,"0,01",,0,,97-42-7,Liquide,,,,Non soumis,,,,
21414-0,"4,4'-ethylenedipiperidine dihydrochloride",Aldrich,"0,002",,210,,80997-86-0,Solide,H315 H318 H335,,"Skin Irrit. 2, Eye Dam. 1, STOT SE 3",Non soumis,,,,
380768,"Potassium Diphenylphosphide, O,5M in THF",Aldrich,,"0,3",500,,15475-27-1,Liquide,EUH018 EUH019 H225 H302 H314 H335 H351,,"Flam. Liq. 2, Acute Tox. 4 (Oral), Skin Corr. 1B, Carc. 2, STOT SE 3",,,,,D/E
D22140-6,1-dodecanethiol,Aldrich,,"0,25",100,,112-55-0,Liquide,H314 H317 H400 H410,,"Skin Corr. 1C, Skin Sens. 1, Aquatic acute Acute 1, Aquatic chronic Chronic 1",4510,,,,E
"20840,292",Dodecan-1-ol,Prolabo,,1,0,,112-53-8,Liquide,H400,R50,Aquatic acute Acute 1,4510,,260 °C,1 mmHg,
C39601,Chlorodiphenylphosphine ,Aldrich,"0,05",,110,,1079-66-9,Liquide,EUH014 H290 H302 H314 H318 H412,,"Met. Corr. 1, Acute Tox. 4 (Oral), Skin Corr. 1B, Eye Dam. 1, Aquatic chronic Chronic 3",4610,,,"0,003 hPa à 20 °C",E
L4509,sodium dodecyl sulfate,Sigma Aldrich,"0,1",,220,,151-21-3,Solide,H228 H302 H315 H318 H335 H412,,"Flam. Sol. 2, Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1, STOT SE 3, Aquatic chronic Chronic 3",1450,"9,1",,0 hPa à 20 °C,E
P15102,4-phenoxyaniline,Aldrich,"0,025",,130,,139-59-3,Solide,H302 H315 H317 H319 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, Skin Sens. 1, STOT SE 3",Non soumis,,,,
458791,ethylene glycol phenyl ether methacrylate,Aldrich,"0,1",,111,,10595-06-9,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
173495,Geranyl acetate,Aldrich,"0,2",,10,,105-87-3,Liquide,H315 H317 H412,,"Skin Irrit. 2, Skin Sens. 1, Aquatic chronic Chronic 3",Non soumis,,,"0,07 mmHg à 20 °C",
407364,2-hydroxy-3-phenoxypropyl acrylate,Aldrich,,"0,1",111,,16969-10-1,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
192716,triisobutylaluminium 25WT% (1.0M) solution in toluene,Aldrich,"0,1",,410,,100-99-2,Liquide,H225 H250 H260 H304 H314 H318 H335 H336 H361d H373 H412,,"Flam. Liq. 2, Pyr. Liq. 1, Water-react. 1, Skin Corr. 1B, Eye Dam. 1, Repr. 2, STOT SE 3, STOT SE 3, STOT RE 2, Asp. Tox. 1, Aquatic chronic Chronic 3",,,,,B/E
166243,neryl acetate,Aldrich,"0,025",,0,,141-12-8,Liquide,,,,Non soumis,,,,
186651,18-crown-6,Aldrich,"0,005",,10,,17455-13-9,Liquide,H302,,Acute Tox. 4 (Oral),Non soumis,,,,
524042,4-(tert-butyldimethylsilyloxy)phenylboronic acid,Aldrich,"0,007",,0,,159191-56-7,Liquide,,,,Non soumis,,,,
536938,biphenyl-4-sulfonyl chloride,Aldrich,"0,005",,100,,1623-93-4,Liquide,EUH014 H314,,Skin Corr. 1B,4610,,,,E
495867,"4-(methylamino)cyclohexanone 2,2-dimethyltrimethylene ketal hydrochloride",Aldrich,"0,001",,0,,158747-10-5,Liquide,,,,Non soumis,,,,
433306,dibenzothiophene sublimed,Aldrich,"0,001",,10,,132-65-0,Solide,H302 H400 H410,,"Acute Tox. 4 (Oral), Aquatic acute Acute 1, Aquatic chronic Chronic 1",4510,,,,
523763,"2,6-naphtalenedicarboxylic acid",Aldrich,"0,005",,0,,1141-38-4,Solide,,,,Non soumis,,,,
385638,di-(2-picolyl)amine,Aldrich,"0,005",,111,,1539-42-0,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
464287,"N,N-Dimethyldecylamine",Aldrich,,"0,01",11,,1120-24-7,Liquide,H302 H315,,"Acute Tox. 4 (Oral), Skin Irrit. 2",Non soumis,,,,
A82605,11-aminoundecanoic acid,Aldrich,"0,1",,0,,2432-99-7,Solide,,,,Non soumis,,,,
270768,4-(tert-butyl)benzyl bromide,Aldrich,"0,025",,100,,18880-00-7,Solide,H314,,Skin Corr. 1B,Non soumis,,,,E
428523,5-(4-nitrophenyl)-furfural,Aldrich,"0,002",,121,,7147-77-5,Liquide,H302 H315 H319 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
535648,2-chloro-6-methyl-quinoline-3-carboxaldehyde,Aldrich,"0,005",,111,,73568-27-1,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
D2042,"3,4-diacetoxybenzaldehyde",TCI,"0,005",,1,,67727-64-4,Liquide,H315 H319,,"Skin Irrit. 2, Eye Irrit. 2A",Non soumis,,,,
299030,Methyldecanoate,Aldrich,"0,2",,0,,110-42-9,Liquide,H400 H410 H411,,"Aquatic acute Acute 1, Aquatic chronic Chronic 1, Aquatic chronic Chronic 2",4510,,,"4,93 Pa à 25 °C",
155756,"2,2,6,6-tetramethyl-3,5-heptanedione",Aldrich,"0,025",,0,,1118-71-4,Liquide,,,,Non soumis,,,,
341800,"1,4,4a,8a-tetrahydro-indo-1,4-methananonaphtalene-5,8-dione",Aldrich,"0,01",,0,,51175-59-8,Solide,,,,Non soumis,,,,
685488,"1H-pyrrolo[2,3-f]quinoline",Aldrich,"0,001",,310,,233-36-3,Solide,H301 H315 H318 H335,,"Acute Tox. 3 (Oral), Skin Irrit. 2, Eye Dam. 1, STOT SE 3",,,,,E
338923,1-phenyl-2-(trimethylsilyl)-acetylene,Aldrich,"0,01",,111,,2170-06-1,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
215570,"1,4-cyclohexanedione mono-2,2-dimethyl-trimethylene ketal",Aldrich,"0,01",,0,,69225-59-8,Liquide,,,,Non soumis,,,,
650156,1-(2-chloro-6-fluorobenzyle)piperazine,Aldrich,"0,001",,1,,215655-20-2,Liquide,H319,,Eye Irrit. 2A,Non soumis,,,,
409561,Methyl 1-adamantane-sulfonate,Aldrich,"0,001",,0,,21280-40-0,Liquide,,,,Non soumis,,,,
567183,1-(2-cyanophenyl)-piperazine,Aldrich,"0,001",,1,,111373-03-6,Liquide,H226 H319,,"Flam. Liq. 3, Eye Irrit. 2A",,,,,
546992,boc-trans-4-hydroxy-L-prolinol,Aldrich,"0,001",,0,,61478-26-0,Solide,,,,Non soumis,,,,
12518-0,1-(3-chlorophenyl)piperazine hydrochloride,Aldrich,"0,005",,121,,65369-76-8,Solide,H302 H315 H319 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
H4380-6,4-hydroxy-2-methylquinoline,Aldrich,"0,15",,111,,607-67-0,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
"8,02489"," citral, mixture of isomers",Merck,,"0,25",10,,5392-40-5,Liquide,H315 H317,R38 R43,"Skin Irrit. 2, Skin Sens. 1",Non soumis,,227 °C,100 Pa,
A7900-0,4-aminoquinaldine,Aldrich,"0,075",,111,,6628-04-2,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
12493-1,(R)-(-)-carvone,Aldrich,,"0,1",20,,6485-40-1,Liquide,H302 H317,,"Acute Tox. 4 (Oral), Skin Sens. 1",Non soumis,,,,
21839-1,(S)-(-)-perillyl alcohol,Aldrich,"0,05",,111,,18457-55-1,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
183164,(R)-(+)-Limonene,Sigma Aldrich,,"0,1",110,,5989-27-5,Liquide,H226 H304 H315 H317 H400 H410,,"Flam. Liq. 3, Skin Irrit. 2, Skin Sens. 1, Asp. Tox. 1, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,,"200 Pa à 24,85 °C",D/E
N8381,2-Naphtylamine,Sigma Aldrich,"0,001",,1300,,91-59-8,Liquide,H302 H350 H411,,"Acute Tox. 4 (Oral), Carc. 1A, Aquatic chronic Chronic 2",,,,,D/E
185795,Cumene,Aldrich,,"0,25",210,,98-82-8,Liquide,H226 H304 H335 H411,,"Flam. Liq. 3, STOT SE 3, Asp. Tox. 1, Aquatic chronic Chronic 2",,,,8 mmHg à 20 °C,D/E
D94208,diethyl ethoxymethylenemalonate,Aldrich,"0,1",,121,,87-13-8,Liquide,H302 H315 H319 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
640042,4-amino-1-Boc-piperidine,Aldrich,"0,005",,220,,87120-72-7,Liquide,H302 H315 H318 H335,,"Acute Tox. 4 (Oral), Skin Irrit. 2, Eye Dam. 1, STOT SE 3",Non soumis,,,,
P55708,(R)-(+)-pulegone,Aldrich,,"0,1",400,,89-82-7,Liquide,H302 H351 H412,,"Acute Tox. 4 (Oral), Carc. 2, Aquatic chronic Chronic 3",Non soumis,,,,
206571,6-methoxy-8-nitroquinoline,Aldrich,"0,004",,500,,85-81-4,ND,H302 H312 H315 H319 H332 H335 H351,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, Carc. 2, STOT SE 3",Non soumis,,,,
235881,1-naphtalenesulfonyl chloride,Aldrich,"0,001",,100,,85-46-1,Liquide,H314 H318,,"Skin Corr. 1B, Eye Dam. 1",Non soumis,,,,E
521612,7-chloro-4-hydroxy-3-quinolinecarboxylic acid,Aldrich,"0,01","0,005",111,,86-47-5,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
245895,Methyl nanoate,Aldrich,"0,01",,0,,1731-84-6,Liquide,,,,Non soumis,,,,
A29208,4-allylanisole,Aldrich,"0,1",,10,,140-67-0,Liquide,H302,,Acute Tox. 4 (Oral),Non soumis,,,,
247065,(S)-cis-verbenol,Aldrich,"0,25",,111,,18881-04-4,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
N9005,1-naphtilamine,Aldrich,"0,125",,1300,,134-32-7,Solide,H302 H350 H411,,"Acute Tox. 4 (Oral), Carc. 1A, Aquatic chronic Chronic 2",4511,,,,E
681946,4-Chloro-2-(trifluoromethyl)-quinoline,Aldrich,"0,001",,111,,1701-24-2,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
521493,4-butylphenylboronic acid,Aldrich,"0,005",,0,,145240-28-4,Solide,,,,Non soumis,,,,
27470,(+-)-citronellal,Aldrich,,"0,1",10,,106-23-0,Liquide,H315 H317 H319,,"Skin Irrit. 2, Eye Irrit. 2A, Skin Sens. 1",Non soumis,,,16 Pa à 20 °C,
586501,6-fluoro-4-hydroxy-2-methylquinoline,Aldrich,"0,006",,111,,15912-68-2,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
M100005,Myrcene,Aldrich,,"0,1",400,,123-35-3,Liquide,H226 H315 H319 H351 H400 H410,,"Flam. Liq. 3, Skin Irrit. 2, Eye Irrit. 2A, Carc. 2, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,,7 mmHg à 20 °C,D/E
H8126,"N-(2-hydroxyethyle)ethylenediamine-N,N',N'-triacetic acid",Aldrich,"0,1",,111,,150-39-0,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
457116,Decane,Aldrich,,"0,1",101,,124-18-5,Liquide,EUH066 H226 H304,,"Flam. Liq. 3, Asp. Tox. 1",,,457 116 °C,"3,8 mmHg à 37,7 °C",D/E
C67605,1-(2-chlorophenyl)piperazine monohydrochloride,Aldrich,"0,01",,0,,41202-32-8,Solide,,,,Non soumis,,,,
21365,(-)-Camphor-10-sulfonic acid,Aldrich,"0,05",,100,,35963-20-3,Solide,H314,,Skin Corr. 1B,Non soumis,"1,2",,,E
190659,α-acetylphenylacetonitrile,Aldrich,"0,025",,130,,4468-48-8,Solide,H302 H312 H315 H319 H332 H335,,"Acute Tox. 4 (Oral), Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,E
150231,4-chloroquinaldine,Aldrich,"0,005",,111,,4295-06-1,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
591777,4-(4-bromophenyl)morpholine,Aldrich,"0,005",,111,,30483-75-1,Solide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
178721,(Diacetoxyiodo)-benzene,Aldrich,"0,125",,0,,3240-34-4,Solide,,,,Non soumis,,,,
C2107,(1S)-(+)-10-Camphorsulfonic acid,Aldrich,"0,005",,100,,3144-16-9,Solide,H290 H314 H318,,"Met. Corr. 1, Skin Corr. 1B, Eye Dam. 1",Non soumis,"0,3",,,E
435759,(s)-(+)-carvone,Aldrich,,"0,005",10,,2244-16-8,Liquide,H317,,Skin Sens. 1,Non soumis,,,,
156655,trans-1-decalone,Aldrich,"0,001",,0,,21370-71-8,Liquide,,,,Non soumis,,,,
446114,Diethyl allylmalonate,Aldrich,,"0,025",0,,2049-80-1,Liquide,,,,Non soumis,,,,
A80009,"5,6,7,8-tetrahydro-1-naphtylamine",Aldrich,"0,005",,0,,2217-41-6,Liquide,,,,Non soumis,,,,
B16003,Benzylacetone,Aldrich,,"0,25",0,,2550-26-7,Liquide,,,,Non soumis,,,"4 Pa à 20,1 °C",
D21200,"1,5-diaminonaphtalene",Aldrich,"0,025",,400,,2243-62-1,Solide,H351 H400 H410,,"Carc. 2, Aquatic acute Acute 1, Aquatic chronic Chronic 1",4510,,,,
30570,Decane,Aldrich,,1,101,,124-18-5,Liquide,EUH066 H226 H304,,"Flam. Liq. 3, Asp. Tox. 1",,,,"3,8 mmHg à 37,7 °C",D/E
268909,Nerol,Aldrich,,"0,1",10,,106-25-2,Liquide,H315 H317 H319,,"Skin Irrit. 2, Eye Irrit. 2A, Skin Sens. 1",Non soumis,,,,
289027,3-phenylbutyraldehyde,Aldrich,,"0,1",0,,16251-77-7,Liquide,,,,Non soumis,,,,
196428,Dihydromyrcenol,Aldrich,"0,25",,1,,18479-58-8,Liquide,H315 H319,,"Skin Irrit. 2, Eye Irrit. 2A",,,,,
381543,N-cyclohexylmaleimide,Aldrich,"0,005",,111,,1631-25-0,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
112089,(1S)-(-)- β-pinene,Aldrich,,1,110,,18172-67-3,Liquide,H226 H304 H315 H317 H400 H410,,"Flam. Liq. 3, Skin Irrit. 2, Skin Sens. 1, Asp. Tox. 1, Aquatic acute Acute 1, Aquatic chronic Chronic 1",,,,300 Pa à 20 °C,D/E
D1442,"3,7-dimethyl-1-octanol",TCI,,"0,025",1,,106-21-8,Liquide,H315 H319,,"Skin Irrit. 2, Eye Irrit. 2A",Non soumis,,118 °C,"1,3 Pa",
A3648,(3-aminopropyl) triethoxysilane,Sigma Aldrich,,"0,0005",110,,919-30-2,Liquide,H302 H314 H317 H318,,"Acute Tox. 4 (Oral), Skin Corr. 1B, Eye Dam. 1, Skin Sens. 1",Non soumis,11,,10 mmHg à 100 °C,E
M8090-3,alpha-methylstyrene,Aldrich,,"0,25",111,,98-83-9,Liquide,H226 H319 H335 H411,,"Flam. Liq. 3, Eye Irrit. 2A, STOT SE 3, Aquatic chronic Chronic 2",,,,253 Pa à 20 °C,D/E
E12907,ethyl benzoate,Aldrich,"0,1",,0,,93-89-0,Liquide,,,,,,,1 mmHg à 44 °C,
139009,"1,8-diazabicyclo[5.4.0]undec-7-ene",Aldrich,"0,1",,200,,6674-22-2,Liquide,H290 H301 H314 H412,,"Met. Corr. 1, Acute Tox. 3 (Oral), Skin Corr. 1B, Aquatic chronic Chronic 3",,"12,8",,"5,3 mmHg à 37,7 °C",E
642629,di-tert-butylmethylphosphine,Aldrich,"0,005",,100,,6002-40-0,Liquide,H250 H314,,"Pyr. Liq. 1, Skin Corr. 1B",4431,,,,B/E
379336,"dimethyl 2,6-pyridinedicarboxylate",Aldrich,"0,01",,210,,5453-67-8,Solide,H315 H318 H335,,"Skin Irrit. 2, Eye Dam. 1, STOT SE 3",Non soumis,,,,
T1550-4,"1,2,3,4-tetrahydroquinoline",Aldrich,"0,005",,1400,,635-46-1,Liquide,H315 H319 H335 H350,,"Skin Irrit. 2, Eye Irrit. 2A, Carc. 1B, STOT SE 3",Non soumis,10,,"0,07 mmHg à 20 °C",
194212,2-isopropenylaniline,Aldrich,"0,015",,111,,52562-19-3,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
192384,(-)-carveol mixture of isomers,Aldrich,"0,02",,111,,99-48-9,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,,,
T7900-6,"2,4,6-trimethylphenol",Aldrich,"0,025",,100,,527-60-6,Solide,H314 H411,,"Skin Corr. 1B, Aquatic chronic Chronic 2",4511,,,,E
197335,triisopropyl borate,Aldrich,"0,16",,0,,5419-55-6,Liquide,H225,,Flam. Liq. 2,,,,76 mmHg à 75 °C,D/E
117706,phenylacetylene,Aldrich,,"0,15",101,,536-74-3,Liquide,H226 H304 H315 H319,,"Flam. Liq. 3, Skin Irrit. 2, Eye Irrit. 2A, Asp. Tox. 1",,,,"23,4647 hPa à 37,7 °C",D/E
205273,titanium(IV) isopropoxide,Aldrich,,"0,5",111,,546-68-9,Liquide,H226 H319 H335 H336,,"Flam. Liq. 3, Eye Irrit. 2A, STOT SE 3, STOT SE 3",,,,133 Pa à 63 °C,D/E
519294,1-ethynyl-4-nitrobenzene,Aldrich,"0,001",,0,,937-31-5,Solide,,,,Non soumis,,,,
T3396,tetraglycol,Sigma Aldrich,"0,1",,0,,31692-85-0,Liquide,,,,,,,,
122017,o-toluoyl chloride,Aldrich,"0,005",,100,,933-88-0,Liquide,H314,,Skin Corr. 1B,Non soumis,,,,E
M29908,Methyl benzoate,Aldrich,"0,05",,10,,93-58-3,Liquide,H302,,Acute Tox. 4 (Oral),,,,"0,38 mmHg à 25 °C",
193992,"n,n-dimethyl-1,4-phenylenediamine",Aldrich,"0,1",,300,,99-98-9,Solide,H301 H311 H331,,"Acute Tox. 3 (Oral), Acute Tox. 3 (Derm.), Acute Tox. 3 (Inhal.)","4130,1",,,,D/E
294780,o-xylene,Aldrich,,"0,1",220,,95-47-6,Liquide,H226 H304 H312 H315 H319 H332 H335 H412,,"Flam. Liq. 3, Acute Tox. 4 (Derm.), Acute Tox. 4 (Inhal.), Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3, Asp. Tox. 1, Aquatic chronic Chronic 3",,,,"16 mmHg à 37,7 °C",D/E
81840,Dimethyl propargylmalonate,Aldrich,,"0,05",0,,95124-07-5,Liquide,,,,Non soumis,,,,
P13800,Sec-phenetyl alcohol,Aldrich,"0,5",,11,,98-85-1,Liquide,H302 H319,,"Acute Tox. 4 (Oral), Eye Irrit. 2A",Non soumis,"4,44",,"13,332 Pa à 20 °C",E
A12222,4'-bromoacetophenone,Alfa Aesar,"0,025",,111,,99-90-1,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,255 °C,,
253111,"Borane-n,n-diisopropyl-ethylamine complex",Aldrich,"0,025",,100,,88996-23-0,Liquide,H226 H314,,"Flam. Liq. 3, Skin Corr. 1B",,,,,E
183083,Dibutyltin oxide,Aldrich,"0,1",,5000,,818-08-6,Solide,H301 H315 H317 H318 H341 H360 H370 H372 H411,,"Acute Tox. 3 (Oral), Skin Irrit. 2, Eye Dam. 1, Skin Sens. 1, Muta. 2, Repr. 1B, STOT SE 1, STOT RE 1, Aquatic chronic Chronic 2",,,,,E
240230,Phtalimide,Aldrich,"0,05",,0,,85-41-6,Solide,,,,Non soumis,"3,8",,,
B22214,1-iodooctane,Alfa Aesar,"0,2",,111,,629-27-6,Liquide,H315 H319 H335,,"Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",Non soumis,,225 °C,,
26502-0,dimethylphenylphosphine,Aldrich,"0,001",,111,,672-66-2,Liquide,H226 H315 H319 H335,,"Flam. Liq. 3, Skin Irrit. 2, Eye Irrit. 2A, STOT SE 3",,,,11 mmHg à 68 °C,
15772-4,6-ethyl-o-toluidine,Aldrich,"0,5",,110,,24549-06-2,Liquide,H302 H331,,"Acute Tox. 3 (Inhal.), Acute Tox. 4 (Oral)","4130,2",,,"0,06 mmHg à 20 °C",
P3240-6,3-phenyl-1-propylamine,Aldrich,"0,01",,100,,2038-57-5,Liquide,H314,,Skin Corr. 1B,Non soumis,,,,E
